Vendor Name,EHR Product Name,EHR Product Version,Product Classification,Product Setting,Attestation Month,Business State/Territory,Provider Type,Specialty,Program Year,Payment Year,Program Type,ID
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,INTERNAL MEDICINE,2011,1,Medicare,829
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,INTERNAL MEDICINE,2011,1,Medicare,830
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,INTERNAL MEDICINE,2011,1,Medicare,831
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,INTERNAL MEDICINE,2011,1,Medicare,832
Eyefinity/OfficeMate,OfficeMate/ExamWRITER,10,Complete EHR,Ambulatory,5,Kansas,EP,OPTOMETRY,2011,1,Medicare,833
MEDITECH,MEDITECH Client/Server HCIS,5.6.4,Complete EHR,Inpatient,5,Texas,Hospital,GENERAL HOSPITAL,2011,1,Medicare,834
HealthFusion,MediTouch EHR,3,Complete EHR,Ambulatory,5,California,EP,GENERAL PRACTICE,2011,1,Medicare,835
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,836
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,837
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,838
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,839
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,840
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,841
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,842
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,843
Allscripts,Sunrise Acute Care,5.5,Complete EHR,Inpatient,5,Arkansas,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,844
"Midwest Software, LLC",Chiro QuickCharts,2.5 build 25,Complete EHR,Ambulatory,5,New Jersey,EP,CHIROPRACTIC,2011,1,Medicare,845
eClinicalWorks LLC,eClinicalWorks,9,Complete EHR,Ambulatory,5,Arizona,EP,FAMILY PRACTICE,2011,1,Medicare,846
"Insight Software, LLC",My Vision Express,10,Complete EHR,Ambulatory,5,Virginia,EP,OPTOMETRY,2011,1,Medicare,847
Allscripts,Allscripts MyWay EHR,9,Complete EHR,Ambulatory,5,West Virginia,EP,FAMILY PRACTICE,2011,1,Medicare,848
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,California,EP,FAMILY PRACTICE,2011,1,Medicare,849
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,850
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Ohio,EP,FAMILY PRACTICE,2011,1,Medicare,851
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,852
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,853
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Pennsylvania,EP,ORTHOPEDIC SURGERY,2011,1,Medicare,854
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,New Jersey,EP,PODIATRY,2011,1,Medicare,855
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,New Hampshire,EP,PODIATRY,2011,1,Medicare,856
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,New Jersey,EP,PODIATRY,2011,1,Medicare,857
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,Tennessee,EP,PODIATRY,2011,1,Medicare,858
Sage,Sage Intergy Meaningful Use Edition,6.2,Complete EHR,Ambulatory,5,California,EP,FAMILY PRACTICE,2011,1,Medicare,859
Allscripts,Allscripts Professional EHR,9.2,Complete EHR,Ambulatory,5,North Carolina,EP,NEPHROLOGY,2011,1,Medicare,860
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,5,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,861
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,5,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,862
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,5,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,863
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,864
HealthFusion,MediTouch EHR,3,Complete EHR,Ambulatory,5,Pennsylvania,EP,FAMILY PRACTICE,2011,1,Medicare,865
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,866
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,867
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,868
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,VASCULAR SURGERY,2011,1,Medicare,869
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROSURGERY,2011,1,Medicare,870
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,871
"MedLink International, Inc",iSuite,4,Complete EHR,Ambulatory,5,New York,EP,INTERNAL MEDICINE,2011,1,Medicare,872
eClinicalWorks LLC,eClinicalWorks,9,Complete EHR,Ambulatory,5,Mississippi,EP,FAMILY PRACTICE,2011,1,Medicare,873
eClinicalWorks LLC,eClinicalWorks,8.0.48,Complete EHR,Ambulatory,5,Louisiana,EP,INTERNAL MEDICINE,2011,1,Medicare,874
"Greenway Medical Technologies, Inc.",PrimeSuite,2011,Complete EHR,Ambulatory,5,Texas,EP,FAMILY PRACTICE,2011,1,Medicare,875
GE Healthcare,Centricity EMR,9.5,Complete EHR,Ambulatory,5,Michigan,EP,INTERNAL MEDICINE,2011,1,Medicare,876
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,Missouri,EP,FAMILY PRACTICE,2011,1,Medicare,877
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,878
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,879
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,880
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,881
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,882
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,New Jersey,EP,PODIATRY,2011,1,Medicare,883
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,Louisiana,EP,PODIATRY,2011,1,Medicare,884
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,New Jersey,EP,PODIATRY,2011,1,Medicare,885
Sage,Sage Intergy Meaningful Use Edition,6.2,Complete EHR,Ambulatory,5,Mississippi,EP,INTERNAL MEDICINE,2011,1,Medicare,886
Sage,Sage Intergy Meaningful Use Edition,6.2,Complete EHR,Ambulatory,5,Mississippi,EP,INTERNAL MEDICINE,2011,1,Medicare,887
Siemens Medical Solutions USA Inc,INVISION EHR,2010,Complete EHR,Inpatient,5,New Jersey,Hospital,END-STAGE RENAL DISEASE FACILITY (ESRD),2011,1,Medicare/Medicaid,888
Siemens Medical Solutions USA Inc,INVISION EHR,2010,Complete EHR,Inpatient,5,New Jersey,Hospital,END-STAGE RENAL DISEASE FACILITY (ESRD),2011,1,Medicare/Medicaid,889
Siemens Medical Solutions USA Inc,INVISION EHR,2010,Complete EHR,Inpatient,5,New Jersey,Hospital,END-STAGE RENAL DISEASE FACILITY (ESRD),2011,1,Medicare/Medicaid,890
GE Healthcare,Centricity Practice Solution,9.5,Complete EHR,Ambulatory,5,Oregon,EP,FAMILY PRACTICE,2011,1,Medicare,891
"MedPlus, A Quest Diagnostics Company",Care360 EHR,2010.2,Complete EHR,Ambulatory,5,Connecticut,EP,INTERNAL MEDICINE,2011,1,Medicare,892
HealthFusion,MediTouch EHR,3,Complete EHR,Ambulatory,5,Texas,EP,PODIATRY,2011,1,Medicare,893
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,894
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,895
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,896
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,PLASTIC AND RECONSTRUCTIVE SURGERY,2011,1,Medicare,897
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,898
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,899
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,900
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,901
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,902
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,903
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INTERNAL MEDICINE,2011,1,Medicare,904
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,905
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,906
"AmazingCharts.com, Inc.",Amazing Charts,Version 6,Complete EHR,Ambulatory,5,California,EP,FAMILY PRACTICE,2011,1,Medicare,907
"Meditab Software, Inc.",IMS,v. 14.0,Complete EHR,Ambulatory,5,California,EP,EMERGENCY MEDICINE,2011,1,Medicare,908
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,5,Oklahoma,EP,UROLOGY,2011,1,Medicare,909
Eyefinity/OfficeMate,OfficeMate/ExamWRITER,10,Complete EHR,Ambulatory,5,North Carolina,EP,OPTOMETRY,2011,1,Medicare,910
Eyefinity/OfficeMate,OfficeMate/ExamWRITER,10.0,Complete EHR,Ambulatory,5,North Carolina,EP,OPTOMETRY,2011,1,Medicare,910
PlatinumMD,PlatinumMD EMR,3.1,Complete EHR,Ambulatory,5,California,EP,ENDOCRINOLOGY,2011,1,Medicare,911
eClinicalWorks LLC,eClinicalWorks,9,Complete EHR,Ambulatory,5,New Jersey,EP,GASTROENTEROLOGY,2011,1,Medicare,912
eClinicalWorks LLC,eClinicalWorks,9,Complete EHR,Ambulatory,5,New Jersey,EP,GASTROENTEROLOGY,2011,1,Medicare,913
"Greenway Medical Technologies, Inc.",PrimeSuite,2011,Complete EHR,Ambulatory,5,Tennessee,EP,NEUROSURGERY,2011,1,Medicare,914
"Greenway Medical Technologies, Inc.",PrimeSuite,2011,Complete EHR,Ambulatory,5,Tennessee,EP,NEUROSURGERY,2011,1,Medicare,915
"Greenway Medical Technologies, Inc.",PrimeSuite,2011,Complete EHR,Ambulatory,5,North Carolina,EP,GASTROENTEROLOGY,2011,1,Medicare,916
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,Massachusetts,EP,FAMILY PRACTICE,2011,1,Medicare,917
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,Texas,EP,FAMILY PRACTICE,2011,1,Medicare,918
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Ohio,EP,FAMILY PRACTICE,2011,1,Medicare,919
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Ohio,EP,FAMILY PRACTICE,2011,1,Medicare,920
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Ohio,EP,ENDOCRINOLOGY,2011,1,Medicare,921
Allscripts,Allscripts Professional EHR,9.2,Complete EHR,Ambulatory,5,Nevada,EP,FAMILY PRACTICE,2011,1,Medicare,922
Allscripts,Allscripts Professional EHR,9.2,Complete EHR,Ambulatory,5,North Carolina,EP,NEPHROLOGY,2011,1,Medicare,923
Allscripts,Allscripts Professional EHR,9.2,Complete EHR,Ambulatory,5,North Carolina,EP,NEPHROLOGY,2011,1,Medicare,924
Allscripts,Allscripts Professional EHR,9.2,Complete EHR,Ambulatory,5,North Carolina,EP,NEPHROLOGY,2011,1,Medicare,925
"CPSI (Computer Programs and Systems), Inc.",CPSI System,17,Complete EHR,Inpatient,5,Oklahoma,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,926
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,5,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,927
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,5,Wisconsin,EP,OBSTETRICS/GYNECOLOGY,2011,1,Medicare,928
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,929
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,OPTOMETRY,2011,1,Medicare,930
Medflow,Medflow E HR,7.6,Complete EHR,Ambulatory,5,Kentucky,EP,OPHTHALMOLOGY,2011,1,Medicare,931
NexTech Systems Inc.,NexTech Practice 2011,9.7,Complete EHR,Ambulatory,5,California,EP,DERMATOLOGY,2011,1,Medicare,932
NexTech Systems Inc.,NexTech Practice 2011,9.7,Complete EHR,Ambulatory,5,California,EP,DERMATOLOGY,2011,1,Medicare,933
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,934
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,935
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,OBSTETRICS/GYNECOLOGY,2011,1,Medicare,936
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,OBSTETRICS/GYNECOLOGY,2011,1,Medicare,937
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,938
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INTERNAL MEDICINE,2011,1,Medicare,939
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,940
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,941
McKesson,Lytec MD,2011,Complete EHR,Ambulatory,5,Florida,EP,FAMILY PRACTICE,2011,1,Medicare,942
NextGen Healthcare,NextGen Inpatient Clinicals,2.4,Complete EHR,Inpatient,5,Illinois,EP,PSYCHIATRY,2011,1,Medicare,943
MDLAND,iClinic Comprehensive EHR,12,Complete EHR,Ambulatory,5,New York,EP,FAMILY PRACTICE,2011,1,Medicare,944
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,Texas,EP,ANESTHESIOLOGY,2011,1,Medicare,945
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,Texas,EP,FAMILY PRACTICE,2011,1,Medicare,946
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Ohio,EP,FAMILY PRACTICE,2011,1,Medicare,947
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Pennsylvania,EP,FAMILY PRACTICE,2011,1,Medicare,948
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Pennsylvania,EP,FAMILY PRACTICE,2011,1,Medicare,949
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,5,Massachusetts,EP,CHIROPRACTIC,2011,1,Medicare,950
Medflow,Medflow E HR,7.6,Complete EHR,Ambulatory,5,Kentucky,EP,OPHTHALMOLOGY,2011,1,Medicare,951
Medflow,Medflow E HR,7.6,Complete EHR,Ambulatory,5,Kentucky,EP,OPHTHALMOLOGY,2011,1,Medicare,952
Medflow,Medflow E HR,7.6,Complete EHR,Ambulatory,5,Kentucky,EP,OPHTHALMOLOGY,2011,1,Medicare,953
Medflow,Medflow E HR,7.6,Complete EHR,Ambulatory,5,Pennsylvania,EP,OPTOMETRY,2011,1,Medicare,954
Eyefinity/OfficeMate,OfficeMate/ExamWRITER,10,Complete EHR,Ambulatory,5,Pennsylvania,EP,OPTOMETRY,2011,1,Medicare,955
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,PHYSICAL MEDICINE AND REHABILITATION,2011,1,Medicare,956
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,PHYSICAL MEDICINE AND REHABILITATION,2011,1,Medicare,957
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,California,EP,INTERNAL MEDICINE,2011,1,Medicare,958
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,959
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INTERNAL MEDICINE,2011,1,Medicare,960
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,961
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,962
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,963
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,964
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,965
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INTERNAL MEDICINE,2011,1,Medicare,966
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,FAMILY PRACTICE,2011,1,Medicare,967
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,968
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INTERNAL MEDICINE,2011,1,Medicare,969
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,970
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,971
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INTERNAL MEDICINE,2011,1,Medicare,972
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,973
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INTERNAL MEDICINE,2011,1,Medicare,974
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Ohio,EP,INFECTIOUS DISEASE,2011,1,Medicare,975
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,976
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,NEUROLOGY,2011,1,Medicare,977
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,PULMONARY DISEASE,2011,1,Medicare,978
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,979
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,5,Illinois,EP,GASTROENTEROLOGY,2011,1,Medicare,980
"AmazingCharts.com, Inc.",Amazing Charts,Version 6,Complete EHR,Ambulatory,5,Ohio,EP,NEUROLOGY,2011,1,Medicare,981
Ingenix,Ingenix CareTracker,7,Complete EHR,Ambulatory,5,Connecticut,EP,INTERNAL MEDICINE,2011,1,Medicare,982
"Meditab Software, Inc.",IMS,v. 14.0,Complete EHR,Ambulatory,5,New Jersey,EP,INTERNAL MEDICINE,2011,1,Medicare,983
Cerner Corporation,"Powerchart, Cerner Healthe, IQHealth, HealthSentry, Cerner Health Record and P2",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,5,Iowa,EP,PODIATRY,2011,1,Medicare,984
Cerner Corporation,"Powerchart, Cerner Healthe, IQHealth, HealthSentry, Cerner Health Record and P2",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,5,New Jersey,EP,INTERNAL MEDICINE,2011,1,Medicare,985
TriMed Technologies Corp,e-Medsys EHR,7,Complete EHR,Ambulatory,5,Pennsylvania,EP,OPHTHALMOLOGY,2011,1,Medicare,986
TriMed Technologies Corp,e-Medsys EHR,7,Complete EHR,Ambulatory,5,Pennsylvania,EP,OPHTHALMOLOGY,2011,1,Medicare,987
"Midwest Software, LLC",Chiro QuickCharts,2.5 build 25,Complete EHR,Ambulatory,5,South Dakota,EP,CHIROPRACTIC,2011,1,Medicare,988
Forte Holdings,Chiro8000 / ForteEMR,2.1,Complete EHR,Ambulatory,5,Missouri,EP,CHIROPRACTIC,2011,1,Medicare,989
"Greenway Medical Technologies, Inc.",PrimeSuite,2011,Complete EHR,Ambulatory,5,Ohio,EP,FAMILY PRACTICE,2011,1,Medicare,990
American Medical Software,American Medical Software - EMR,22,Complete EHR,Ambulatory,5,Indiana,EP,INTERNAL MEDICINE,2011,1,Medicare,991
American Medical Software,American Medical Software - EMR,22,Complete EHR,Ambulatory,5,Kentucky,EP,INTERNAL MEDICINE,2011,1,Medicare,992
eClinicalWorks LLC,eClinicalWorks,8.0.48,Complete EHR,Ambulatory,5,Texas,EP,GASTROENTEROLOGY,2011,1,Medicare,993
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,Texas,EP,FAMILY PRACTICE,2011,1,Medicare,994
"e-MDs, Inc.",e-MDs Solution Series,7,Complete EHR,Ambulatory,5,Nebraska,EP,FAMILY PRACTICE,2011,1,Medicare,995
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,New York,EP,PODIATRY,2011,1,Medicare,996
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Pennsylvania,EP,FAMILY PRACTICE,2011,1,Medicare,997
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Ohio,EP,FAMILY PRACTICE,2011,1,Medicare,998
"Community Computer Service, Inc.",MEDENT,19.5,Complete EHR,Ambulatory,5,Pennsylvania,EP,FAMILY PRACTICE,2011,1,Medicare,999
BioMedix Vascular Solutions,TRAKnet Practice Management Software,2,Complete EHR,Ambulatory,5,New York,EP,PODIATRY,2011,1,Medicare,1000
