Vendor Name	EHR Product Name	EHR Product Version	Product Classification	Product Setting	Attestation Month	Business State/Territory	Provider Type	Specialty	Program Year	Payment Year	Program Type	ID
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	5	Georgia	EP	PODIATRY	2011	1	Medicare	485
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	5	California	EP	OTOLARYNGOLOGY	2011	1	Medicare	486
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	487
Ingenix	Ingenix CareTracker	7	Complete EHR	Ambulatory	5	Colorado	EP	INTERNAL MEDICINE	2011	1	Medicare	488
Altos Solutions, Inc.	OncoEMR	2.6	Complete EHR	Ambulatory	5	Georgia	EP	HEMATOLOGY/ONCOLOGY	2011	1	Medicare	489
MedLink International, Inc	iSuite	4	Complete EHR	Ambulatory	5	New York	EP	INTERNAL MEDICINE	2011	1	Medicare	490
McKesson	McKesson Practice Complete	7.0	Complete EHR	Ambulatory	5	Georgia	EP	PODIATRY	2011	1	Medicare	491
EHR Solutions Group, LLC	ADOM	1.2	Complete EHR	Ambulatory	5	New York	EP	GENERAL PRACTICE	2011	1	Medicare	492
Compulink	Advantage/EHR	10	Complete EHR	Ambulatory	5	West Virginia	EP	OPTOMETRY	2011	1	Medicare	493
Compulink	Advantage/EHR	10	Complete EHR	Ambulatory	5	West Virginia	EP	OPTOMETRY	2011	1	Medicare	494
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	Washington	EP	PODIATRY	2011	1	Medicare	495
eClinicalWorks LLC	eClinicalWorks	8.0.48	Complete EHR	Ambulatory	5	California	EP	ENDOCRINOLOGY	2011	1	Medicare	496
Aprima Medical Software, Inc	Aprima	2011	Complete EHR	Ambulatory	5	Texas	EP	DERMATOLOGY	2011	1	Medicare	497
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	New York	EP	FAMILY PRACTICE	2011	1	Medicare	498
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	New York	EP	FAMILY PRACTICE	2011	1	Medicare	499
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	New York	EP	FAMILY PRACTICE	2011	1	Medicare	500
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	5	Nebraska	EP	PODIATRY	2011	1	Medicare	501
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	5	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	502
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	5	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	503
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Spring 2008	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	504
NexTech Systems Inc.	NexTech Practice 2011	9.7	Complete EHR	Ambulatory	5	Ohio	EP	PLASTIC AND RECONSTRUCTIVE SURGERY	2011	1	Medicare	505
NexTech Systems Inc.	NexTech Practice 2011	9.7	Complete EHR	Ambulatory	5	Ohio	EP	PLASTIC AND RECONSTRUCTIVE SURGERY	2011	1	Medicare	506
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	5	California	EP	INTERNAL MEDICINE	2011	1	Medicare	507
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	5	Kansas	EP	UROLOGY	2011	1	Medicare	508
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	5	Oregon	EP	OPHTHALMOLOGY	2011	1	Medicare	509
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	5	California	EP	INTERNAL MEDICINE	2011	1	Medicare	510
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	California	EP	INTERNAL MEDICINE	2011	1	Medicare	511
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	California	EP	FAMILY PRACTICE	2011	1	Medicare	512
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	California	EP	FAMILY PRACTICE	2011	1	Medicare	513
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	California	EP	FAMILY PRACTICE	2011	1	Medicare	514
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	California	EP	INTERNAL MEDICINE	2011	1	Medicare	515
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	516
McKesson	Lytec MD	2011	Complete EHR	Ambulatory	5	Indiana	EP	NEUROLOGY	2011	1	Medicare	517
Altos Solutions, Inc.	OncoEMR	2.6	Complete EHR	Ambulatory	5	Georgia	EP	HEMATOLOGY/ONCOLOGY	2011	1	Medicare	518
Prime Clinical Systems, Inc.	Patient Chart Manager	5.5	Complete EHR	Ambulatory	5	California	EP	DERMATOLOGY	2011	1	Medicare	519
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	5	Illinois	EP	NEPHROLOGY	2011	1	Medicare	520
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	5	Virginia	EP	NEPHROLOGY	2011	1	Medicare	521
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	5	Illinois	EP	NEPHROLOGY	2011	1	Medicare	522
STI Computer Services, Inc.	ChartMaker Medical Suite	3.8	Complete EHR	Ambulatory	5	Delaware	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	523
Bogardus Medical Systems, Inc.	ONCOCHART	8	Complete EHR	Ambulatory	5	Oklahoma	EP	RADIATION ONCOLOGY	2011	1	Medicare	524
Keiser Computers, Inc.	Drs Enterprise	9.0	Complete EHR	Ambulatory	5	Georgia	EP	INTERNAL MEDICINE	2011	1	Medicare	525
Keiser Computers, Inc.	Drs Enterprise	9.0	Complete EHR	Ambulatory	5	Georgia	EP	FAMILY PRACTICE	2011	1	Medicare	526
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	California	EP	ANESTHESIOLOGY	2011	1	Medicare	527
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	528
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	5	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	529
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	5	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	530
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	5	Oklahoma	EP	FAMILY PRACTICE	2011	1	Medicare	531
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	2010	Complete EHR	Ambulatory	5	Illinois	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	532
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	New York	EP	FAMILY PRACTICE	2011	1	Medicare	533
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	New York	EP	INTERNAL MEDICINE	2011	1	Medicare	534
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	New York	EP	FAMILY PRACTICE	2011	1	Medicare	535
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	5	New York	EP	PODIATRY	2011	1	Medicare	536
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	5	California	EP	PODIATRY	2011	1	Medicare	537
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	5	New Jersey	EP	FAMILY PRACTICE	2011	1	Medicare	538
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	5	New York	EP	EMERGENCY MEDICINE	2011	1	Medicare	539
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	5	New Jersey	EP	FAMILY PRACTICE	2011	1	Medicare	540
CPSI (Computer Programs and Systems), Inc.	CPSI System	17	Complete EHR	Inpatient	5	North Carolina	Hospital	SKILLED NURSING FACILITY	2011	1	Medicare/Medicaid	541
Eyefinity/OfficeMate	OfficeMate/ExamWRITER	10	Complete EHR	Ambulatory	5	Arizona	EP	OPTOMETRY	2011	1	Medicare	542
Eyefinity/OfficeMate	OfficeMate/ExamWRITER	10	Complete EHR	Ambulatory	5	Arizona	EP	OPTOMETRY	2011	1	Medicare	543
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	5	California	EP	INTERNAL MEDICINE	2011	1	Medicare	544
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INFECTIOUS DISEASE	2011	1	Medicare	545
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	546
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INFECTIOUS DISEASE	2011	1	Medicare	547
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	548
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	549
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	550
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	551
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	552
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	553
Altos Solutions, Inc.	OncoEMR	2.6	Complete EHR	Ambulatory	5	Georgia	EP	HEMATOLOGY/ONCOLOGY	2011	1	Medicare	554
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	Florida	EP	RADIATION ONCOLOGY	2011	1	Medicare	555
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	New York	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	556
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	557
eClinicalWorks LLC	eClinicalWorks	8.0.48	Complete EHR	Ambulatory	5	Florida	EP	NEUROLOGY	2011	1	Medicare	558
NCG Medical Systems, Inc.	Perfect Care EH R Meaningful Use Edition	2010	Complete EHR	Ambulatory	5	New York	EP	FAMILY PRACTICE	2011	1	Medicare	559
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	5	Ohio	EP	FAMILY PRACTICE	2011	1	Medicare	560
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	5	Nevada	EP	FAMILY PRACTICE	2011	1	Medicare	561
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	5	Nevada	EP	FAMILY PRACTICE	2011	1	Medicare	562
McKesson	Practice Partner	9.5	Complete EHR	Ambulatory	5	Maine	EP	FAMILY PRACTICE	2011	1	Medicare	563
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Spring 2008	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	564
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	NEPHROLOGY	2011	1	Medicare	565
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	NEPHROLOGY	2011	1	Medicare	566
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	NEPHROLOGY	2011	1	Medicare	567
AmazingCharts.com, Inc.	Amazing Charts	Version 6	Complete EHR	Ambulatory	5	New York	EP	FAMILY PRACTICE	2011	1	Medicare	568
Altos Solutions, Inc.	OncoEMR	2.6	Complete EHR	Ambulatory	5	Georgia	EP	HEMATOLOGY/ONCOLOGY	2011	1	Medicare	569
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	5	New Jersey	EP	NEPHROLOGY	2011	1	Medicare	570
AmazingCharts.com, Inc.	Amazing Charts	Version 6	Complete EHR	Ambulatory	5	New York	EP	OPHTHALMOLOGY	2011	1	Medicare	571
Eyefinity/OfficeMate	OfficeMate/ExamWRITER	10	Complete EHR	Ambulatory	5	New York	EP	OPHTHALMOLOGY	2011	1	Medicare	571
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	Maryland	EP	INTERNAL MEDICINE	2011	1	Medicare	572
eClinicalWorks LLC	eClinicalWorks	8.0.48	Complete EHR	Ambulatory	5	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	573
eClinicalWorks LLC	eClinicalWorks	8.0.48	Complete EHR	Ambulatory	5	Texas	EP	UROLOGY	2011	1	Medicare	574
Aprima Medical Software, Inc	Aprima	2011	Complete EHR	Ambulatory	5	Texas	EP	PLASTIC AND RECONSTRUCTIVE SURGERY	2011	1	Medicare	575
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	5	Tennessee	EP	FAMILY PRACTICE	2011	1	Medicare	576
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	5	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	577
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	RHEUMATOLOGY	2011	1	Medicare	578
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	RHEUMATOLOGY	2011	1	Medicare	579
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	580
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	581
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	582
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	ENDOCRINOLOGY	2011	1	Medicare	583
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	RHEUMATOLOGY	2011	1	Medicare	584
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	RHEUMATOLOGY	2011	1	Medicare	585
CPSI (Computer Programs and Systems), Inc.	CPSI System	17	Complete EHR	Inpatient	5	Texas	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	586
HealthFusion	MediTouch EHR	3	Complete EHR	Ambulatory	5	California	EP	OSTEOPATHIC MANIPULATIVE MEDICINE	2011	1	Medicare	587
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	5	Arizona	EP	PODIATRY	2011	1	Medicare	588
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	5	Missouri	EP	OTOLARYNGOLOGY	2011	1	Medicare	589
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	590
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	591
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	GENERAL SURGERY	2011	1	Medicare	592
Advanced Data Systems Corporation	Medics DocAssistant	Version 5.2	Complete EHR	Ambulatory	5	New Jersey	EP	INTERNAL MEDICINE	2011	1	Medicare	593
Waiting Room Solutions	2011 Waiting Room Solutions Web Based EHR and Practice Management System	4.0	Complete EHR	Ambulatory	5	Florida	EP	PSYCHIATRY	2011	1	Medicare	594
MedXLnce, Inc.	M.O.S.E.S. Cloud Complete EHR	5.0	Complete EHR	Ambulatory	5	Florida	EP	NEUROLOGY	2011	1	Medicare	595
Eyefinity/OfficeMate	OfficeMate/ExamWRITER	10.0	Complete EHR	Ambulatory	5	Florida	EP	OPTOMETRY	2011	1	Medicare	596
athenahealth, Inc	athenaClinicals	11.4	Complete EHR	Ambulatory	5	Florida	EP	ENDOCRINOLOGY	2011	1	Medicare	597
ClearPractice	ClearPractice	3	Complete EHR	Ambulatory	5	Alabama	EP	INTERNAL MEDICINE	2011	1	Medicare	598
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	5	New York	EP	DERMATOLOGY	2011	1	Medicare	599
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Illinois	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	600
ABEL Medical Software Inc.	ABELMed EHR - EMR / PM	11	Complete EHR	Ambulatory	5	California	EP	PODIATRY	2011	1	Medicare	601
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	5	Texas	EP	OPHTHALMOLOGY	2011	1	Medicare	602
Allscripts	Allscripts MyWay EHR	9	Complete EHR	Ambulatory	5	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	603
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	GASTROENTEROLOGY	2011	1	Medicare	604
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	GASTROENTEROLOGY	2011	1	Medicare	605
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	NEPHROLOGY	2011	1	Medicare	606
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	607
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	GASTROENTEROLOGY	2011	1	Medicare	608
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	5	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	609
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	5	Kentucky	EP	PODIATRY	2011	1	Medicare	610
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	5	Indiana	EP	PODIATRY	2011	1	Medicare	611
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	5	New Jersey	EP	PODIATRY	2011	1	Medicare	612
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	5	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	613
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	5	California	EP	FAMILY PRACTICE	2011	1	Medicare	614
McKesson	Medisoft Clinical	V17	Complete EHR	Ambulatory	5	New Jersey	EP	PLASTIC AND RECONSTRUCTIVE SURGERY	2011	1	Medicare	615
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	RHEUMATOLOGY	2011	1	Medicare	616
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	VASCULAR SURGERY	2011	1	Medicare	617
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	OPTOMETRY	2011	1	Medicare	618
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	RHEUMATOLOGY	2011	1	Medicare	619
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	620
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	GENERAL SURGERY	2011	1	Medicare	621
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	622
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	623
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	624
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	625
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	GENERAL SURGERY	2011	1	Medicare	626
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	627
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	628
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	DERMATOLOGY	2011	1	Medicare	629
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	RHEUMATOLOGY	2011	1	Medicare	630
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	631
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	632
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	633
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	DERMATOLOGY	2011	1	Medicare	634
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	635
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	PODIATRY	2011	1	Medicare	636
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	OPHTHALMOLOGY	2011	1	Medicare	637
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	RHEUMATOLOGY	2011	1	Medicare	638
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	639
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	PLASTIC AND RECONSTRUCTIVE SURGERY	2011	1	Medicare	640
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	641
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	OPTOMETRY	2011	1	Medicare	642
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	OPHTHALMOLOGY	2011	1	Medicare	643
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	GENERAL SURGERY	2011	1	Medicare	644
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	645
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	INTERNAL MEDICINE	2011	1	Medicare	646
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	647
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	UROLOGY	2011	1	Medicare	648
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	NEPHROLOGY	2011	1	Medicare	649
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	650
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	DERMATOLOGY	2011	1	Medicare	651
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	652
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	NEPHROLOGY	2011	1	Medicare	653
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	RHEUMATOLOGY	2011	1	Medicare	654
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	NEUROLOGY	2011	1	Medicare	655
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	GENERAL SURGERY	2011	1	Medicare	656
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	PODIATRY	2011	1	Medicare	657
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	5	Massachusetts	EP	GENERAL SURGERY	2011	1	Medicare	658
